0_EU_circo;01_code_région;02_nom_région;03_chef-lieu_région;04_numéro_département;05_nom_département;06_préfecture;07_numéro_circonscription;08_nom_commune;09_codes_postaux;10_code_insee;11_latitude;12_longitude;13_éloignement
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Serocourt;88320;88456;48.1;5.9;1.21
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Sionne;88630;88457;48.4;5.65;1.83
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Socourt;88130;88458;48.4;6.25;1.54
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Soncourt;88170;88459;48.4;5.916667;1.54
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Soulosse-sous-Saint-Elophe;88630;88460;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Suriauville;88140;88461;48.166667;5.866667;1.27
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;They-sous-Montfort;88800;88466;48.233333;5.983333;0.91
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Thiraucourt;88500;88469;48.3;6.066667;0.68
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Thuillières;88260;88472;48.15;6.016667;0.82
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Tignécourt;88320;88473;48.05;5.9;1.66
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Tilleux;88300;88474;48.3;5.733333;1.6
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Tollaincourt;88320;88475;48.1;5.733333;1.6
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Totainville;88500;88476;48.333333;5.983333;1.55
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Trampot;88350;88477;48.366667;5.433333;2.42
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Tranqueville-Graux;88300;88478;48.433333;5.85;1.85
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Trémonzey;88240;88479;47.966667;6.233333;2.42
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Ubexy;88130;88480;48.333333;6.266667;0.93
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Urville;88140;88482;48.183333;5.75;1.55
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Valfroicourt;88270;88488;48.2;6.1;1.51
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Valleroy-aux-Saules;88270;88489;48.25;6.15;0.9
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Valleroy-le-Sec;88800;88490;48.183333;6.016667;1.08
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Varmonzey;88450;88493;48.316667;6.283333;0.78
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Vaubexy;88500;88494;48.283333;6.233333;2
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Vaudoncourt;88140;88496;48.216667;5.808333;-1
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Velotte-et-Tatignécourt;88270;88499;48.266667;6.166667;0.88
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Vicherey;88170;88504;48.383333;5.933333;1.39
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Villers;88500;88507;48.3;6.166667;1.04
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Ville-sur-Illon;88270;88508;48.183333;6.216667;0.51
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Villotte;88320;88510;48.1;5.766667;1.51
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Villouxel;88350;88511;48.35;5.583333;2.01
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Vincey;88450;88513;48.333333;6.333333;1.83
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Viocourt;88170;88514;48.333333;5.866667;1.23
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Vioménil;88260;88515;48.1;6.183333;1.71
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Vittel;88800;88516;48.2;5.95;1
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Viviers-le-Gras;88260;88517;48.133333;5.933333;1.9
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Viviers-lès-Offroicourt;88500;88518;48.266667;6.016667;1.24
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Vomécourt-sur-Madon;88500;88522;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Vouxey;88170;88523;48.35;5.816667;1.37
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Vrécourt;88140;88524;48.166667;5.7;1.69
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Vroville;88500;88525;48.283333;6.166667;1.11
Est;41;Lorraine;Metz;88;Vosges;Épinal;4;Xaronval;88130;88529;48.383333;6.183333;1.39
